from	to	type
simvastatin	regulation of very-low-density lipoprotein particle remodeling	drug-pathway
simvastatin	heterotypic cell-cell adhesion	drug-pathway
simvastatin	calcitriol biosynthetic process from calciol	drug-pathway
simvastatin	endoderm development	drug-pathway
simvastatin	protein catabolic process in the vacuole	drug-pathway
simvastatin	regulation of cytokine secretion involved in immune response	drug-pathway
simvastatin	regulation of triglyceride biosynthetic process	drug-pathway
simvastatin	negative regulation of astrocyte differentiation	drug-pathway
simvastatin	NMDA glutamate receptor clustering	drug-pathway
simvastatin	steroid catabolic process	drug-pathway
simvastatin	response to lipoprotein particle	drug-pathway
simvastatin	cholesterol efflux	drug-pathway
simvastatin	positive regulation of striated muscle cell apoptotic process	drug-pathway
simvastatin	positive regulation of cardiac muscle cell apoptotic process	drug-pathway
simvastatin	positive regulation of dendritic spine development	drug-pathway
simvastatin	low-density lipoprotein particle remodeling	drug-pathway
simvastatin	regulation of platelet activation	drug-pathway
simvastatin	phospholipid homeostasis	drug-pathway
simvastatin	regulation of tumor necrosis factor-mediated signaling pathway	drug-pathway
simvastatin	regulation of receptor catabolic process	drug-pathway
simvastatin	integrin-mediated signaling pathway	drug-pathway
simvastatin	cellular alcohol metabolic process	drug-pathway
simvastatin	cellular alcohol biosynthetic process	drug-pathway
simvastatin	regulation of microglial cell activation	drug-pathway
simvastatin	glycerolipid catabolic process	drug-pathway
simvastatin	protein-lipid complex remodeling	drug-pathway
simvastatin	protein-containing complex remodeling	drug-pathway
simvastatin	presynaptic membrane organization	drug-pathway
simvastatin	lysosomal protein catabolic process	drug-pathway
simvastatin	negative regulation of immune effector process	drug-pathway
simvastatin	neutrophil migration	drug-pathway
simvastatin	positive regulation of amyloid-beta clearance	drug-pathway
simvastatin	negative regulation of insulin secretion involved in cellular response to glucose stimulus	drug-pathway
simvastatin	negative regulation of amyloid-beta formation	drug-pathway
simvastatin	regulation of actomyosin structure organization	drug-pathway
simvastatin	vitamin transport	drug-pathway
simvastatin	negative regulation of macrophage activation	drug-pathway
simvastatin	protein targeting to membrane	drug-pathway
simvastatin	positive regulation of triglyceride biosynthetic process	drug-pathway
simvastatin	regulation of neutrophil degranulation	drug-pathway
simvastatin	cell-cell adhesion via plasma-membrane adhesion molecules	drug-pathway
simvastatin	striated muscle cell apoptotic process	drug-pathway
simvastatin	chylomicron remnant clearance	drug-pathway
simvastatin	acylglycerol homeostasis	drug-pathway
simvastatin	regulation of cholesterol efflux	drug-pathway
simvastatin	lipoprotein biosynthetic process	drug-pathway
simvastatin	negative regulation of cytokine-mediated signaling pathway	drug-pathway
simvastatin	negative regulation of lipase activity	drug-pathway
simvastatin	positive regulation of dendritic spine maintenance	drug-pathway
simvastatin	phagocytosis, engulfment	drug-pathway
simvastatin	long-term memory	drug-pathway
simvastatin	regulation of phospholipid efflux	drug-pathway
simvastatin	cellular response to lipoprotein particle stimulus	drug-pathway
simvastatin	negative regulation of lipid biosynthetic process	drug-pathway
simvastatin	cytokine secretion involved in immune response	drug-pathway
simvastatin	regulation of substrate adhesion-dependent cell spreading	drug-pathway
simvastatin	negative regulation of triglyceride metabolic process	drug-pathway
simvastatin	regulation of amyloid precursor protein catabolic process	drug-pathway
simvastatin	modulation by host of viral process	drug-pathway
simvastatin	receptor catabolic process	drug-pathway
simvastatin	vitamin D3 metabolic process	drug-pathway
simvastatin	dendritic spine maintenance	drug-pathway
simvastatin	plasma lipoprotein particle remodeling	drug-pathway
simvastatin	negative regulation of platelet activation	drug-pathway
simvastatin	regulation of membrane protein ectodomain proteolysis	drug-pathway
simvastatin	amyloid-beta formation	drug-pathway
simvastatin	positive regulation of amyloid fibril formation	drug-pathway
simvastatin	regulation of long-term synaptic potentiation	drug-pathway
simvastatin	positive regulation of steroid metabolic process	drug-pathway
simvastatin	amyloid precursor protein catabolic process	drug-pathway
simvastatin	response to caloric restriction	drug-pathway
simvastatin	microglial cell activation	drug-pathway
simvastatin	leukocyte activation involved in inflammatory response	drug-pathway
simvastatin	regulation of neuroinflammatory response	drug-pathway
simvastatin	artery morphogenesis	drug-pathway
simvastatin	regulation of postsynaptic membrane organization	drug-pathway
simvastatin	positive regulation of phospholipid efflux	drug-pathway
simvastatin	negative regulation of steroid biosynthetic process	drug-pathway
simvastatin	negative regulation of interleukin-1 beta secretion	drug-pathway
simvastatin	negative regulation of amyloid precursor protein catabolic process	drug-pathway
simvastatin	regulation of amyloid fibril formation	drug-pathway
simvastatin	positive regulation of dendrite development	drug-pathway
simvastatin	negative regulation of steroid metabolic process	drug-pathway
simvastatin	negative regulation of very-low-density lipoprotein particle remodeling	drug-pathway
simvastatin	positive regulation of stress fiber assembly	drug-pathway
simvastatin	phospholipid transport	drug-pathway
simvastatin	high-density lipoprotein particle remodeling	drug-pathway
simvastatin	negative regulation of production of molecular mediator of immune response	drug-pathway
simvastatin	glutamate receptor clustering	drug-pathway
simvastatin	cholesterol import	drug-pathway
simvastatin	regulation of phospholipid catabolic process	drug-pathway
simvastatin	positive regulation of sterol transport	drug-pathway
simvastatin	positive regulation of cholesterol transport	drug-pathway
simvastatin	intestinal absorption	drug-pathway
simvastatin	chylomicron assembly	drug-pathway
simvastatin	negative regulation of tumor necrosis factor-mediated signaling pathway	drug-pathway
simvastatin	negative regulation of synapse organization	drug-pathway
simvastatin	vitamin D biosynthetic process	drug-pathway
simvastatin	positive regulation of postsynaptic membrane organization	drug-pathway
simvastatin	regulation of presynaptic membrane organization	drug-pathway
simvastatin	plasma membrane invagination	drug-pathway
simvastatin	regulation of lipid transport across blood brain barrier	drug-pathway
simvastatin	positive regulation of lipid transport across blood brain barrier	drug-pathway
simvastatin	regulation of heparan sulfate binding	drug-pathway
simvastatin	amyloid-beta clearance	drug-pathway
simvastatin	positive regulation of lysosomal protein catabolic process	drug-pathway
simvastatin	negative regulation of cell adhesion molecule production	drug-pathway
simvastatin	ER to Golgi vesicle-mediated transport	drug-pathway
simvastatin	cellular component maintenance	drug-pathway
simvastatin	regulation of cellular response to very-low-density lipoprotein particle stimulus	drug-pathway
simvastatin	lipid transport across blood brain barrier	drug-pathway
simvastatin	negative regulation of MAP kinase activity	drug-pathway
simvastatin	postsynaptic membrane organization	drug-pathway
simvastatin	regulation of striated muscle cell apoptotic process	drug-pathway
simvastatin	regulation of cardiac muscle cell apoptotic process	drug-pathway
simvastatin	lipoprotein metabolic process	drug-pathway
simvastatin	positive regulation of small GTPase mediated signal transduction	drug-pathway
simvastatin	regulation of protein oligomerization	drug-pathway
simvastatin	negative regulation of astrocyte activation	drug-pathway
simvastatin	positive regulation of receptor catabolic process	drug-pathway
simvastatin	regulation of phosphatidylcholine catabolic process	drug-pathway
simvastatin	neutral lipid biosynthetic process	drug-pathway
simvastatin	acylglycerol biosynthetic process	drug-pathway
simvastatin	astrocyte activation	drug-pathway
simvastatin	gastrulation	drug-pathway
simvastatin	phosphatidylcholine biosynthetic process	drug-pathway
simvastatin	positive regulation of neuroinflammatory response	drug-pathway
simvastatin	regulation of astrocyte differentiation	drug-pathway
simvastatin	maintenance of location in cell	drug-pathway
simvastatin	positive regulation of Ras protein signal transduction	drug-pathway
simvastatin	phospholipid efflux	drug-pathway
simvastatin	negative regulation of interleukin-1 secretion	drug-pathway
simvastatin	positive regulation of muscle cell apoptotic process	drug-pathway
simvastatin	axon regeneration	drug-pathway
simvastatin	negative regulation of interleukin-1 production	drug-pathway
simvastatin	plasma lipoprotein particle assembly	drug-pathway
simvastatin	protein-lipid complex assembly	drug-pathway
simvastatin	lipid transport involved in lipid storage	drug-pathway
simvastatin	low-density lipoprotein receptor particle metabolic process	drug-pathway
simvastatin	superoxide anion generation	drug-pathway
simvastatin	substrate adhesion-dependent cell spreading	drug-pathway
simvastatin	positive regulation of Rho protein signal transduction	drug-pathway
simvastatin	regulation of lipoprotein particle clearance	drug-pathway
simvastatin	positive regulation of exocytosis	drug-pathway
simvastatin	regulation of postsynapse organization	drug-pathway
simvastatin	virion assembly	drug-pathway
simvastatin	toll-like receptor 4 signaling pathway	drug-pathway
simvastatin	positive regulation of macrophage activation	drug-pathway
simvastatin	coenzyme A metabolic process	drug-pathway
simvastatin	regulation of macrophage activation	drug-pathway
simvastatin	regulation of digestive system process	drug-pathway
simvastatin	regulation of insulin secretion involved in cellular response to glucose stimulus	drug-pathway
simvastatin	high-density lipoprotein particle assembly	drug-pathway
simvastatin	negative regulation of insulin secretion	drug-pathway
simvastatin	positive regulation by host of viral process	drug-pathway
simvastatin	negative regulation of striated muscle cell apoptotic process	drug-pathway
simvastatin	cholesterol catabolic process	drug-pathway
simvastatin	sterol catabolic process	drug-pathway
simvastatin	regulation of low-density lipoprotein particle receptor catabolic process	drug-pathway
simvastatin	regulation of dendritic spine development	drug-pathway
simvastatin	locomotory exploration behavior	drug-pathway
simvastatin	regulation of protein targeting to membrane	drug-pathway
simvastatin	negative regulation of long-term synaptic potentiation	drug-pathway
simvastatin	insulin secretion involved in cellular response to glucose stimulus	drug-pathway
simvastatin	regulation of dendritic spine maintenance	drug-pathway
simvastatin	reverse cholesterol transport	drug-pathway
simvastatin	ubiquinone metabolic process	drug-pathway
simvastatin	chylomicron remodeling	drug-pathway
simvastatin	regulation of superoxide metabolic process	drug-pathway
simvastatin	negative regulation of supramolecular fiber organization	drug-pathway
simvastatin	artery development	drug-pathway
simvastatin	phosphatidylcholine metabolic process	drug-pathway
simvastatin	negative regulation of cholesterol biosynthetic process	drug-pathway
simvastatin	negative regulation of cholesterol metabolic process	drug-pathway
simvastatin	negative reguation of sterol biosynthetic process	drug-pathway
simvastatin	positive regulation of superoxide anion generation	drug-pathway
simvastatin	cellular extravasation	drug-pathway
simvastatin	receptor-mediated endocytosis involved in cholesterol transport	drug-pathway
simvastatin	positive regulation of cholesterol efflux	drug-pathway
simvastatin	negative regulation of amyloid fibril formation	drug-pathway
simvastatin	interleukin-1 beta secretion	drug-pathway
simvastatin	negative regulation of canonical Wnt signaling pathway	drug-pathway
simvastatin	regulation of protein homooligomerization	drug-pathway
simvastatin	positive regulation of skeletal muscle tissue development	drug-pathway
simvastatin	positive regulation of viral process	drug-pathway
simvastatin	receptor clustering	drug-pathway
simvastatin	organophosphate ester transport	drug-pathway
simvastatin	lipoprotein catabolic process	drug-pathway
simvastatin	triglyceride-rich lipoprotein particle remodeling	drug-pathway
simvastatin	lipoxygenase pathway	drug-pathway
simvastatin	regulation of lysosomal protein catabolic process	drug-pathway
simvastatin	regulation of protein catabolic process in the vacuole	drug-pathway
simvastatin	negative regulation of response to cytokine stimulus	drug-pathway
simvastatin	negative regulation of interleukin-1 beta production	drug-pathway
simvastatin	intestinal cholesterol absorption	drug-pathway
simvastatin	lipid digestion	drug-pathway
simvastatin	negative regulation of cytokine production involved in immune response	drug-pathway
simvastatin	cGMP-mediated signaling	drug-pathway
simvastatin	very-low-density lipoprotein particle clearance	drug-pathway
simvastatin	regulation of heterotypic cell-cell adhesion	drug-pathway
simvastatin	positive regulation of triglyceride metabolic process	drug-pathway
simvastatin	high-density lipoprotein particle clearance	drug-pathway
simvastatin	cell adhesion molecule production	drug-pathway
simvastatin	exploration behavior	drug-pathway
simvastatin	positive regulation of actin filament bundle assembly	drug-pathway
simvastatin	cardiac muscle cell apoptotic process	drug-pathway
simvastatin	triglyceride-rich lipoprotein particle clearance	drug-pathway
simvastatin	positive regulation of low-density lipoprotein particle receptor catabolic process	drug-pathway
simvastatin	protein oxidation	drug-pathway
simvastatin	vitamin biosynthetic process	drug-pathway
simvastatin	peptidyl-methionine modification	drug-pathway
simvastatin	low-density lipoprotein particle receptor catabolic process	drug-pathway
simvastatin	neutrophil chemotaxis	drug-pathway
simvastatin	intracellular sterol transport	drug-pathway
simvastatin	intracellular cholesterol transport	drug-pathway
simvastatin	regulation of interleukin-1 beta production	drug-pathway
simvastatin	regulation of skeletal muscle tissue development	drug-pathway
simvastatin	amyloid fibril formation	drug-pathway
simvastatin	regulation of sterol transport	drug-pathway
simvastatin	regulation of cholesterol transport	drug-pathway
simvastatin	triglyceride homeostasis	drug-pathway
simvastatin	regulation of amyloid-beta clearance	drug-pathway
simvastatin	negative regulation of Wnt signaling pathway	drug-pathway
simvastatin	neurotransmitter-gated ion channel clustering	drug-pathway
simvastatin	regulation of intestinal cholesterol absorption	drug-pathway
simvastatin	regulation of intestinal absorption	drug-pathway
simvastatin	regulation of intestinal lipid absorption	drug-pathway
simvastatin	negative chemotaxis	drug-pathway
simvastatin	positive regulation of heparan sulfate binding	drug-pathway
simvastatin	negative regulation of gliogenesis	drug-pathway
simvastatin	regulation of heparan sulfate proteoglycan binding	drug-pathway
simvastatin	negative regulation of cytokine secretion involved in immune response	drug-pathway
simvastatin	negative regulation of cytokine secretion	drug-pathway
simvastatin	membrane protein proteolysis	drug-pathway
simvastatin	negative regulation of endothelial cell proliferation	drug-pathway
simvastatin	negative regulation of glial cell differentiation	drug-pathway
simvastatin	vitamin D metabolic process	drug-pathway
simvastatin	exogenous drug catabolic process	drug-pathway
simvastatin	long-chain fatty acid biosynthetic process	drug-pathway
simvastatin	monoterpenoid metabolic process	drug-pathway
simvastatin	omega-hydroxylase P450 pathway	drug-pathway
simvastatin	fatty acid homeostasis	drug-pathway
simvastatin	fat-soluble vitamin metabolic process	drug-pathway
simvastatin	oxidative demethylation	drug-pathway
simvastatin	behavioral fear response	drug-pathway
simvastatin	alkaloid metabolic process	drug-pathway
simvastatin	quinone metabolic process	drug-pathway
simvastatin	regulation of neuronal synaptic plasticity	drug-pathway
simvastatin	T cell activation involved in immune response	drug-pathway
simvastatin	response to dietary excess	drug-pathway
simvastatin	regulation of cell adhesion molecule production	drug-pathway
simvastatin	positive regulation of regulated secretory pathway	drug-pathway
simvastatin	behavioral defense response	drug-pathway
simvastatin	vasodilation	drug-pathway
simvastatin	regulation of phospholipid transport	drug-pathway
simvastatin	myoblast differentiation	drug-pathway
simvastatin	steroid esterification	drug-pathway
simvastatin	alkaloid catabolic process	drug-pathway
simvastatin	cholesterol esterification	drug-pathway
simvastatin	negative regulation of heterotypic cell-cell adhesion	drug-pathway
simvastatin	cell-cell adhesion involved in gastrulation	drug-pathway
simvastatin	regulation of cell-cell adhesion involved in gastrulation	drug-pathway
simvastatin	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	drug-pathway
simvastatin	regulation of gastrulation	drug-pathway
simvastatin	isoprenoid biosynthetic process	drug-pathway
simvastatin	cellular response to low-density lipoprotein particle stimulus	drug-pathway
simvastatin	positive regulation of heparan sulfate proteoglycan binding	drug-pathway
simvastatin	positive regulation of protein catabolic process in the vacuole	drug-pathway
simvastatin	positive regulation of lipoprotein particle clearance	drug-pathway
simvastatin	lipid hydroxylation	drug-pathway
simvastatin	sterol esterification	drug-pathway
simvastatin	demethylation	drug-pathway
simvastatin	positive regulation of substrate adhesion-dependent cell spreading	drug-pathway
simvastatin	low-density lipoprotein particle clearance	drug-pathway
simvastatin	regulation of Rho protein signal transduction	drug-pathway
simvastatin	nitric oxide mediated signal transduction	drug-pathway
simvastatin	neutral lipid catabolic process	drug-pathway
simvastatin	acylglycerol catabolic process	drug-pathway
simvastatin	regulation of axon extension	drug-pathway
simvastatin	regulation of dopamine metabolic process	drug-pathway
simvastatin	regulation of catecholamine metabolic process	drug-pathway
simvastatin	Cdc42 protein signal transduction	drug-pathway
simvastatin	positive regulation of phospholipid transport	drug-pathway
simvastatin	membrane protein ectodomain proteolysis	drug-pathway
simvastatin	regulation of astrocyte activation	drug-pathway
simvastatin	regulation of triglyceride metabolic process	drug-pathway
simvastatin	positive regulation of cholesterol esterification	drug-pathway
simvastatin	sterol import	drug-pathway
simvastatin	regulation of cholesterol esterification	drug-pathway
simvastatin	regulation of fear response	drug-pathway
simvastatin	regulation of behavioral fear response	drug-pathway
simvastatin	negative regulation of epithelial cell migration	drug-pathway
simvastatin	positive regulation of nitric-oxide synthase activity	drug-pathway
simvastatin	negative regulation of blood vessel endothelial cell migration	drug-pathway
simvastatin	fat-soluble vitamin biosynthetic process	drug-pathway
simvastatin	cellular response to very-low-density lipoprotein particle stimulus	drug-pathway
simvastatin	negative regulation of muscle cell apoptotic process	drug-pathway
simvastatin	negative regulation of endothelial cell migration	drug-pathway
simvastatin	glucocorticoid metabolic process	drug-pathway
simvastatin	negative regulation of presynaptic membrane organization	drug-pathway
simvastatin	membrane invagination	drug-pathway
simvastatin	regulation of Cdc42 protein signal transduction	drug-pathway
simvastatin	regulation of stress fiber assembly	drug-pathway
simvastatin	regulation of extent of cell growth	drug-pathway
simvastatin	glycerophospholipid catabolic process	drug-pathway
simvastatin	dendritic spine development	drug-pathway
simvastatin	regulation of superoxide anion generation	drug-pathway
simvastatin	intestinal lipid absorption	drug-pathway
simvastatin	neuron projection regeneration	drug-pathway
simvastatin	interleukin-1 secretion	drug-pathway
simvastatin	triglyceride biosynthetic process	drug-pathway
simvastatin	triglyceride catabolic process	drug-pathway
simvastatin	regulation of interleukin-1 beta secretion	drug-pathway
simvastatin	peripheral nervous system axon regeneration	drug-pathway
simvastatin	very-low-density lipoprotein particle remodeling	drug-pathway
simvastatin	negative regulation of alcohol biosynthetic process	drug-pathway
simvastatin	negative regulation of microglial cell activation	drug-pathway
simvastatin	phosphatidylcholine catabolic process	drug-pathway
simvastatin	epoxygenase P450 pathway	drug-pathway
simvastatin	regulation of interleukin-1 secretion	drug-pathway
simvastatin	regulation of amyloid-beta formation	drug-pathway
simvastatin	positive regulation of membrane protein ectodomain proteolysis	drug-pathway
simvastatin	negative regulation of neuroinflammatory response	drug-pathway
simvastatin	phospholipid catabolic process	drug-pathway
simvastatin	negative regulation of peptide hormone secretion	drug-pathway
simvastatin	regulation of embryonic development	drug-pathway
simvastatin	AMPA glutamate receptor clustering	drug-pathway
fluvastatin	positive regulation of cholesterol transport	drug-pathway
fluvastatin	actin filament polymerization	drug-pathway
fluvastatin	regulation of digestive system process	drug-pathway
fluvastatin	positive regulation of dendritic spine maintenance	drug-pathway
fluvastatin	vascular wound healing	drug-pathway
fluvastatin	interleukin-1 secretion	drug-pathway
fluvastatin	chylomicron assembly	drug-pathway
fluvastatin	neural nucleus development	drug-pathway
fluvastatin	negative regulation of tumor necrosis factor-mediated signaling pathway	drug-pathway
fluvastatin	negative regulation of synapse organization	drug-pathway
fluvastatin	positive regulation of macrophage derived foam cell differentiation	drug-pathway
fluvastatin	positive regulation of translation	drug-pathway
fluvastatin	demethylation	drug-pathway
fluvastatin	positive regulation of amyloid fibril formation	drug-pathway
fluvastatin	regulation of superoxide anion generation	drug-pathway
fluvastatin	negative regulation of platelet activation	drug-pathway
fluvastatin	protein oxidation	drug-pathway
fluvastatin	positive regulation of dendrite development	drug-pathway
fluvastatin	plasma lipoprotein particle assembly	drug-pathway
fluvastatin	positive regulation of actin filament bundle assembly	drug-pathway
fluvastatin	reverse cholesterol transport	drug-pathway
fluvastatin	membrane protein ectodomain proteolysis	drug-pathway
fluvastatin	positive regulation of T cell differentiation	drug-pathway
fluvastatin	nitrogen cycle metabolic process	drug-pathway
fluvastatin	smooth muscle cell-matrix adhesion	drug-pathway
fluvastatin	negative regulation of endothelial cell apoptotic process	drug-pathway
fluvastatin	artery development	drug-pathway
fluvastatin	regulation of dendritic spine maintenance	drug-pathway
fluvastatin	regulation of sterol transport	drug-pathway
fluvastatin	microglial cell activation	drug-pathway
fluvastatin	cytokinetic process	drug-pathway
fluvastatin	regulation of membrane protein ectodomain proteolysis	drug-pathway
fluvastatin	mitotic cytokinetic process	drug-pathway
fluvastatin	positive regulation of toll-like receptor signaling pathway	drug-pathway
fluvastatin	membrane invagination	drug-pathway
fluvastatin	negative regulation of purine nucleotide metabolic process	drug-pathway
fluvastatin	urea metabolic process	drug-pathway
fluvastatin	negative regulation of interleukin-1 production	drug-pathway
fluvastatin	cellular extravasation	drug-pathway
fluvastatin	positive regulation of substrate adhesion-dependent cell spreading	drug-pathway
fluvastatin	amyloid fibril formation	drug-pathway
fluvastatin	peptidyl-methionine modification	drug-pathway
fluvastatin	negative regulation of smooth muscle cell migration	drug-pathway
fluvastatin	leukocyte adhesion to vascular endothelial cell	drug-pathway
fluvastatin	modification of synaptic structure	drug-pathway
fluvastatin	negative regulation of interleukin-1 beta secretion	drug-pathway
fluvastatin	high-density lipoprotein particle remodeling	drug-pathway
fluvastatin	positive regulation of blood pressure	drug-pathway
fluvastatin	regulation of Cdc42 protein signal transduction	drug-pathway
fluvastatin	triglyceride catabolic process	drug-pathway
fluvastatin	negative regulation of cell adhesion molecule production	drug-pathway
fluvastatin	membrane to membrane docking	drug-pathway
fluvastatin	very-low-density lipoprotein particle clearance	drug-pathway
fluvastatin	positive regulation of striated muscle cell apoptotic process	drug-pathway
fluvastatin	cGMP-mediated signaling	drug-pathway
fluvastatin	plasma lipoprotein particle clearance	drug-pathway
fluvastatin	leukocyte mediated cytotoxicity	drug-pathway
fluvastatin	regulation of actin filament length	drug-pathway
fluvastatin	renal system process involved in regulation of systemic arterial blood pressure	drug-pathway
fluvastatin	response to dietary excess	drug-pathway
fluvastatin	production of molecular mediator involved in inflammatory response	drug-pathway
fluvastatin	striated muscle cell apoptotic process	drug-pathway
fluvastatin	renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure	drug-pathway
fluvastatin	regulation of platelet-derived growth factor receptor signaling pathway	drug-pathway
fluvastatin	cholesterol catabolic process	drug-pathway
fluvastatin	odontoblast differentiation	drug-pathway
fluvastatin	negative regulation of I-kappaB kinase/NF-kappaB signaling	drug-pathway
fluvastatin	regulation of astrocyte differentiation	drug-pathway
fluvastatin	negative regulation of fibrinolysis	drug-pathway
fluvastatin	leukocyte tethering or rolling	drug-pathway
fluvastatin	beta selection	drug-pathway
fluvastatin	triglyceride homeostasis	drug-pathway
fluvastatin	morphogenesis of a polarized epithelium	drug-pathway
fluvastatin	positive regulation of epithelial cell differentiation	drug-pathway
fluvastatin	postsynaptic membrane organization	drug-pathway
fluvastatin	regulation of insulin secretion involved in cellular response to glucose stimulus	drug-pathway
fluvastatin	skeletal muscle satellite cell migration	drug-pathway
fluvastatin	regulation of cholesterol efflux	drug-pathway
fluvastatin	regulation of amyloid-beta clearance	drug-pathway
fluvastatin	positive regulation of receptor-mediated endocytosis	drug-pathway
fluvastatin	positive regulation by host of viral process	drug-pathway
fluvastatin	radial glial cell differentiation	drug-pathway
fluvastatin	maintenance of location in cell	drug-pathway
fluvastatin	intestinal cholesterol absorption	drug-pathway
fluvastatin	establishment of apical/basal cell polarity	drug-pathway
fluvastatin	establishment or maintenance of epithelial cell apical/basal polarity	drug-pathway
fluvastatin	negative regulation of MAP kinase activity	drug-pathway
fluvastatin	acylglycerol biosynthetic process	drug-pathway
fluvastatin	hydrogen peroxide biosynthetic process	drug-pathway
fluvastatin	negative regulation of cytokine production involved in immune response	drug-pathway
fluvastatin	positive regulation of podosome assembly	drug-pathway
fluvastatin	cellular component maintenance	drug-pathway
fluvastatin	regulation of macrophage activation	drug-pathway
fluvastatin	negative regulation of Wnt signaling pathway	drug-pathway
fluvastatin	ubiquinone metabolic process	drug-pathway
fluvastatin	negative regulation of smooth muscle cell-matrix adhesion	drug-pathway
fluvastatin	negative regulation of epithelial cell migration	drug-pathway
fluvastatin	acylglycerol homeostasis	drug-pathway
fluvastatin	low-density lipoprotein particle receptor catabolic process	drug-pathway
fluvastatin	triglyceride biosynthetic process	drug-pathway
fluvastatin	establishment of planar polarity	drug-pathway
fluvastatin	regulation of cytokine secretion involved in immune response	drug-pathway
fluvastatin	negative regulation of cell morphogenesis involved in differentiation	drug-pathway
fluvastatin	lipoprotein biosynthetic process	drug-pathway
fluvastatin	regulation of renal output by angiotensin	drug-pathway
fluvastatin	negative regulation of insulin secretion	drug-pathway
fluvastatin	positive regulation of postsynaptic membrane organization	drug-pathway
fluvastatin	negative regulation of endothelial cell proliferation	drug-pathway
fluvastatin	endothelial cell apoptotic process	drug-pathway
fluvastatin	regulation of heterotypic cell-cell adhesion	drug-pathway
fluvastatin	positive regulation of nitric-oxide synthase activity	drug-pathway
fluvastatin	negative regulation of blood vessel endothelial cell migration	drug-pathway
fluvastatin	negative regulation of interleukin-1 beta production	drug-pathway
fluvastatin	T cell selection	drug-pathway
fluvastatin	regulation of actin polymerization or depolymerization	drug-pathway
fluvastatin	cellular response to interleukin-6	drug-pathway
fluvastatin	T cell migration	drug-pathway
fluvastatin	regulation of striated muscle cell apoptotic process	drug-pathway
fluvastatin	regulation of cardiac muscle cell apoptotic process	drug-pathway
fluvastatin	negative regulation of glial cell differentiation	drug-pathway
fluvastatin	intracellular cholesterol transport	drug-pathway
fluvastatin	negative regulation of cytokine secretion involved in immune response	drug-pathway
fluvastatin	negative regulation of gliogenesis	drug-pathway
fluvastatin	negative regulation of supramolecular fiber organization	drug-pathway
fluvastatin	Roundabout signaling pathway	drug-pathway
fluvastatin	flagellated sperm motility	drug-pathway
fluvastatin	regulation of modification of postsynaptic actin cytoskeleton	drug-pathway
fluvastatin	neutral lipid biosynthetic process	drug-pathway
fluvastatin	regulation of integrin activation	drug-pathway
fluvastatin	positive regulation of triglyceride biosynthetic process	drug-pathway
fluvastatin	dendritic spine development	drug-pathway
fluvastatin	regulation of osteoblast proliferation	drug-pathway
fluvastatin	response to caloric restriction	drug-pathway
fluvastatin	regulation of alpha-beta T cell activation	drug-pathway
fluvastatin	regulation of presynaptic membrane organization	drug-pathway
fluvastatin	negative regulation of presynaptic membrane organization	drug-pathway
fluvastatin	negative regulation of striated muscle cell apoptotic process	drug-pathway
fluvastatin	apical junction assembly	drug-pathway
fluvastatin	negative regulation of response to cytokine stimulus	drug-pathway
fluvastatin	chylomicron remodeling	drug-pathway
fluvastatin	positive regulation of phospholipid transport	drug-pathway
fluvastatin	Wnt signaling pathway, planar cell polarity pathway	drug-pathway
fluvastatin	regulation of establishment of planar polarity	drug-pathway
fluvastatin	positive regulation of lipoprotein particle clearance	drug-pathway
fluvastatin	negative regulation of cell migration involved in sprouting angiogenesis	drug-pathway
fluvastatin	replicative senescence	drug-pathway
fluvastatin	regulation of cholesterol storage	drug-pathway
fluvastatin	regulation of interleukin-8 production	drug-pathway
fluvastatin	cellular response to alkaloid	drug-pathway
fluvastatin	regulation of lipid transport across blood brain barrier	drug-pathway
fluvastatin	positive regulation of odontoblast differentiation	drug-pathway
fluvastatin	Cdc42 protein signal transduction	drug-pathway
fluvastatin	non-canonical Wnt signaling pathway	drug-pathway
fluvastatin	regulation of superoxide metabolic process	drug-pathway
fluvastatin	carbohydrate derivative transport	drug-pathway
fluvastatin	lipoprotein metabolic process	drug-pathway
fluvastatin	establishment of tissue polarity	drug-pathway
fluvastatin	phospholipid transport	drug-pathway
fluvastatin	negative regulation of production of molecular mediator of immune response	drug-pathway
fluvastatin	regulation of cell migration involved in sprouting angiogenesis	drug-pathway
fluvastatin	telencephalon cell migration	drug-pathway
fluvastatin	regulation of intestinal lipid absorption	drug-pathway
fluvastatin	cholesterol efflux	drug-pathway
fluvastatin	regulation of amyloid-beta formation	drug-pathway
fluvastatin	positive regulation of cardiac muscle cell apoptotic process	drug-pathway
fluvastatin	positive regulation of amyloid-beta clearance	drug-pathway
fluvastatin	regulation of phospholipid transport	drug-pathway
fluvastatin	sperm motility	drug-pathway
fluvastatin	T cell extravasation	drug-pathway
fluvastatin	establishment or maintenance of bipolar cell polarity	drug-pathway
fluvastatin	osteoblast proliferation	drug-pathway
fluvastatin	negative regulation of canonical Wnt signaling pathway	drug-pathway
fluvastatin	positive regulation of skeletal muscle tissue development	drug-pathway
fluvastatin	positive regulation of alpha-beta T cell differentiation	drug-pathway
fluvastatin	regulation of postsynapse organization	drug-pathway
fluvastatin	positive regulation of lysosomal protein catabolic process	drug-pathway
fluvastatin	amyloid-beta clearance	drug-pathway
fluvastatin	chylomicron remnant clearance	drug-pathway
